index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
2900,Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,SPOC/ College Professor,,Students,2024,Mainpuri,6.5,6,0-2 Lakh,9,no
2904,sawarkar,sawarkar@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Youtube | Email,,Students,2024,Siliguri,7.1,3,0-2 Lakh,19,no 
2905,Sunil,sunil@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,SPOC/ College Professor,,Students,2024,Silguri,7.5,8,0-2 Lakh,13,no 
2906,Kailas,kailas@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Talmuk,7.4,8,0-2 Lakh,12,yes
2907,Sopan,sopan@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Talmuk,8.3,3,0-2 Lakh,10,no
2908,Sharma,sharma@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Siuri,7.4,6,0-2 Lakh,10,no
2909,Yadav,yadav@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Orchha,7.3,5,0-2 Lakh,15,yes
2913,Dilip,dilip@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2024,Vidisha,7.1,6,0-2 Lakh,9,no
2914,Chandrakant,chandrakant@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2023,Aurangabad,8.7,5,0-2 Lakh,8,yes
2916,Singh,singh@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Dhule,9.1,5,0-2 Lakh,21,yes
2917,Sanjay,sanjay@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Thane,6.7,6,0-2 Lakh,20,no
2919,Avinash,avinash@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Nagpur,8.7,3,0-2 Lakh,24,no
2921,NILESH,nilesh@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Mahe,8.9,6,0-2 Lakh,11,no
2922,Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Patiala,7.3,8,0-2 Lakh,8,yes
2923,Prajapati,prajapati@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Barmer,7.9,8,0-2 Lakh,25,yes
2924,Sopan,sopan@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Jhalwar,9.8,5,0-2 Lakh,8,no
2926,Rajaram,rajaram@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2024,Pali,6.2,5,0-2 Lakh,17,no
2927,Arun,arun@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Sikar,9.1,6,0-2 Lakh,18,no
2928,Nagendra,nagendra@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Ahemdabad,7.2,3,0-2 Lakh,9,no
2930,Raj,raj@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Dwarka,6.8,8,0-2 Lakh,8,yes
2931,SANTOSH,santosh@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Jamnagar,9.9,5,0-2 Lakh,8,no 
2932,Ajaykumar,ajaykumar@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Junagadh,6.6,6,0-2 Lakh,6,no 
2934,Rohit,rohit@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Morbi,7.6,6,0-2 Lakh,7,yes
2936,Mahendra,mahendra@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Valsad,8.5,5,0-2 Lakh,7,no
2937,Rajesh,rajesh@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Faridabad,7.5,3,0-2 Lakh,6,no
2938,Vara,vara@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Gurugram,8.3,8,0-2 Lakh,8,yes
2939,Sachin,sachin@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Nizambad,9.9,6,0-2 Lakh,26,yes
2940,Pooja,pooja@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Agartala,7.6,3,0-2 Lakh,9,yes
2941,Nita,nita@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Aligarh,7.7,6,0-2 Lakh,8,no
2944,Mahesh,mahesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2024,Kanpur,7.5,5,0-2 Lakh,16,no 
2946,Ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Mathura,7.5,6,0-2 Lakh,8,yes
2948,khedekar,khedekar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2024,Malda,7.2,6,0-2 Lakh,23,no
2951,Dilip,dilip@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Siliguri,6.6,3,0-2 Lakh,5,yes
2953,Sanjay,sanjay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Talmuk,9.7,5,0-2 Lakh,18,yes
2954,Rajaram,rajaram@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Talmuk,9.3,6,0-2 Lakh,23,yes
2956,priti,priti@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Satna,8.5,3,0-2 Lakh,17,no
2957,Dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Ujjain,8.7,3,0-2 Lakh,13,no
2959,Ramchandra,ramchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2024,Akola,9.4,6,0-2 Lakh,15,no
2960,Vasant,vasant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Bhandara,8.5,8,0-2 Lakh,18,yes
2961,Ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Buldhana,7.5,5,0-2 Lakh,8,no 
2962,Vaishnavi,vaishnavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Kalyan,7.3,6,0-2 Lakh,13,no
2964,dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Navi Mumbai,9.4,5,0-2 Lakh,25,no
2966,ARYAN,aryan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Mahe,7.7,6,0-2 Lakh,20,no
2967,Yogesh,yogesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2024,Sangrur,7.1,8,0-2 Lakh,19,yes
2968,Ramnath,ramnath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Ajmer,8.3,6,0-2 Lakh,13,yes
2970,Bhausaheb,bhausaheb@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Barmer,8.0,8,0-2 Lakh,12,no 
2972,Hemant,hemant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Jalor,6.8,3,0-2 Lakh,10,no
2973,Ravi,ravi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Jhalwar,6.7,6,0-2 Lakh,15,no
2975,Puja,puja@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Pali,6.9,3,0-2 Lakh,21,no
2976,Singh,singh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Ahemdabad,8.3,5,0-2 Lakh,9,no
2977,Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Amreli,7.2,5,0-2 Lakh,8,no
2980,Rajendra,rajendra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Kheda,7.9,8,0-2 Lakh,21,no 
2981,Subodh,subodh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2024,Morbi,9.3,6,0-2 Lakh,19,yes
2983,Sanjay,sanjay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Chandigarh,9.1,6,0-2 Lakh,21,no
2984,Rajesh,rajesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Faridabad,6.7,8,0-2 Lakh,8,no
2985,Shubhangi,shubhangi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Tirupati,7.1,8,0-2 Lakh,8,yes
2989,sunil,sunil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Dehri,6.9,6,0-2 Lakh,21,no
2990,SANDEEP,sandeep@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Aurangabad,8.4,5,0-2 Lakh,17,yes
2992,Sudhir,sudhir@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Bhsawal,9.2,6,0-2 Lakh,18,no
2993,Jadhav,jadhav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Buldhana,7.9,5,0-2 Lakh,8,no
2994,Narayan,narayan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Jalgaon,7.6,5,0-2 Lakh,8,yes
2995,Vaishnavi,vaishnavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Kalyan,9.3,8,0-2 Lakh,19,yes
2997,Narayan,narayan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Navi Mumbai,8.4,6,0-2 Lakh,9,no 
2998,Sandeep,sandeep@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Mumbai,6.6,8,0-2 Lakh,17,yes
3002,Ashok,ashok@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Bikaner,8.7,5,0-2 Lakh,7,no
3004,Kundan,kundan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,ap shah institute of technology ,,,Students,2024,Pali,8.7,8,0-2 Lakh,9,yes
3006,Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Ahemdabad,9.2,6,0-2 Lakh,15,no
3007,Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2023,Amreli,7.3,3,0-2 Lakh,17,no
3008,Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Dwarka,7.6,5,0-2 Lakh,19,yes
3010,Subhash,subhash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Jaipur,9.2,8,0-2 Lakh,22,no
3011,Jadhav,jadhav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Jhalwar,9.3,6,0-2 Lakh,16,no
3012,Dipak,dipak@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Kota,7.5,8,0-2 Lakh,15,yes
3014,kailas,kailas@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Sikar,7.4,5,0-2 Lakh,20,no 
3016,DATTATRAY,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Darbhanga,9.7,8,0-2 Lakh,16,no
3017,Santosh,santosh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Gaya,7.9,6,0-2 Lakh,21,yes
3019,Namdeo,namdeo@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Munger,8.2,5,0-2 Lakh,7,no
3021,Nilesh,nilesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Muzaffarpur,7.1,6,0-2 Lakh,9,yes
3022,Patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Sasaram,8.5,3,0-2 Lakh,13,no 
3023,Rathod,rathod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Siwan,9.1,6,0-2 Lakh,24,no 
3025,Patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2023,Ambikapur,6.7,5,0-2 Lakh,11,yes
3026,patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Bhilai,6.7,8,0-2 Lakh,21,no
3029,Patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Daman,8.7,3,0-2 Lakh,8,yes
3030,Santhana,santhana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Diu,9.1,5,0-2 Lakh,7,no
3031,Patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Silvassa,8.9,3,0-2 Lakh,25,no
3033,Yash,yash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,New Delhi,7.3,3,0-2 Lakh,30,no
3035,Rupapara,rupapara@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Madgaon,9.2,5,0-2 Lakh,8,yes
3037,AARAV,aarav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Amreli,7.9,5,0-2 Lakh,21,no 
3038,Harshil,harshil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Dwarka,9.9,3,0-2 Lakh,17,no 
3039,Taksh,taksh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Godhra,8.1,6,0-2 Lakh,18,yes
3042,SAWAN,sawan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2024,Kheda,9.6,5,0-2 Lakh,8,no
3044,Akshita,akshita@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Nadiad,6.2,5,0-2 Lakh,8,yes
3045,Dharti,dharti@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,,,Students,2023,Navsari,9.1,6,0-2 Lakh,15,no
3046,Yash,yash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Okha,7.2,3,0-2 Lakh,7,no
3048,Ayush,ayush@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Surat,6.8,8,0-2 Lakh,8,no
3050,AJINKYA,ajinkya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Bikaner,9.9,5,0-2 Lakh,6,yes
3051,Patel neel,patelneel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Jaipur,6.6,8,0-2 Lakh,6,yes
3053,PATEL,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Jhalwar,7.6,5,0-2 Lakh,7,no 
3054,Rony,rony@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Jodhpur,8.3,3,0-2 Lakh,8,yes
3057,Patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2024,Sikar,9.5,5,0-2 Lakh,8,no
3058,Vishnu,vishnu@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2023,Ahemdabad,8.5,5,0-2 Lakh,11,no
3059,ROHITH,rohith@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2024,Amreli,8.5,3,0-2 Lakh,20,yes
3060,BHUVANAGIRI,bhuvanagiri@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Dwarka,8.8,6,0-2 Lakh,5,no
3062,Rohit,rohit@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Sonipat,7.5,5,0-2 Lakh,9,no
3065,Yash,yash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Hamirpur,7.5,5,0-2 Lakh,9,yes
3066,Dhyey,dhyey@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,kullu,7.7,6,0-2 Lakh,13,yes
3067,Adityakumar,adityakumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Mandi,9.9,8,0-2 Lakh,15,no 
3068,PATEL,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Shimla,7.6,3,0-2 Lakh,14,no 
3070,PATEL,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2023,Anantnag,7.7,6,0-2 Lakh,5,yes
3073,PATEL,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Gulmarg,7.6,5,0-2 Lakh,14,no
3074,RATHOD,rathod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Jammu,8.7,8,0-2 Lakh,16,yes
3075,RATHOD,rathod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Punch,9.5,6,0-2 Lakh,19,no
3076,Devang,devang@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Rajouri,6.9,3,0-2 Lakh,8,no
